Id,Id_Hote,Nom_Hote,Quartier,Latitude,Longitude,Type,Prix,Min_nuits,Dernier_avis,Avis_par_mois,Disponibilite
7995211,32685141,Maryse,Entrepôt,48.87515777876487,2.3512463793261107,Entire_home/apt,44,2,,,282
3204751,4989521,Estelle,Entrepôt,48.88210677545829,2.3653357523891003,Entire_home/apt,105,3,2015-08-13,1.97,361
2091984,10608248,,Entrepôt,48.871410520441074,2.3626850651609588,Entire_home/apt,60,5,2015-07-26,0.99,30
5958374,10073075,Arnaud,Entrepôt,48.8752718935217,2.3700264151398533,Entire_home/apt,90,1,2015-06-14,0.55,356
5101637,21797125,,Entrepôt,48.87485937983126,2.3727890277618946,Entire_home/apt,85,4,2015-05-05,0.25,287
7788024,16965239,Antoine Et Tara,Entrepôt,48.88049292938108,2.3699181957981814,Entire_home/apt,45,1,,,331
315607,1621029,Omer,Entrepôt,48.86966750270226,2.367250611095172,Entire_home/apt,130,2,2015-06-27,0.37,328
1350350,6534972,,Entrepôt,48.88416947970445,2.3632753491347827,Entire_home/apt,215,2,2015-07-30,0.56,200
2152592,7482796,,Entrepôt,48.87205331526967,2.3567915935543136,Entire_home/apt,90,2,2015-04-11,0.22,246
1206058,5087942,,Entrepôt,48.86981567528154,2.3581292737794946,Entire_home/apt,225,2,2015-08-14,1.79,295
6343731,12727436,Sophie,Entrepôt,48.88289511712104,2.3653147516707738,Entire_home/apt,70,2,2015-06-22,0.74,216
2737618,9835990,,Entrepôt,48.87344233410862,2.353478208994773,Entire_home/apt,46,4,2015-08-31,0.95,166
5208607,1317020,Bénédicte,Entrepôt,48.87499369461109,2.3683092783704733,Entire_home/apt,46,1,2015-05-03,0.24,190
1860181,6552878,Sebastian,Entrepôt,48.870228441326894,2.362057484860013,Entire_home/apt,89,4,2015-07-19,1.4,256
5993936,31122101,Stephane,Entrepôt,48.8778929898231,2.359934879197404,Entire_home/apt,69,4,2015-07-22,2.14,350
2775807,14196215,,Entrepôt,48.87306142616975,2.3527844217157856,Entire_home/apt,130,4,2015-05-25,0.27,125
809548,2979596,Pascal,Entrepôt,48.87389970950265,2.36296189969496,Entire_home/apt,134,7,2015-07-26,0.15,300
6073259,24217176,,Entrepôt,48.88064969628454,2.351512488490235,Entire_home/apt,110,2,,,362
7035021,6437831,Santiago,Entrepôt,48.87478897132561,2.3715072499028467,Entire_home/apt,55,2,2015-08-22,1.48,43
1910921,277313,Tobias,Entrepôt,48.87090971395085,2.3490976814005973,Entire_home/apt,125,2,2015-08-02,0.99,0
1905393,4551220,Claudio,Entrepôt,48.8706484884348,2.35818184594919,Entire_home/apt,25,3,2014-08-24,0.34,2
6111640,31711151,,Entrepôt,48.87479276585261,2.370414075915837,Entire_home/apt,54,1,2015-08-31,0.92,115
2048361,8962000,Alexis,Entrepôt,48.87929007118578,2.3524579007592643,Private_room,37,3,2015-08-29,0.68,228
7540029,39506230,Ben & Becky,Entrepôt,48.87979346172735,2.364544682782204,Entire_home/apt,68,2,,,7
7344508,5301072,Esther,Entrepôt,48.87336240396277,2.3611937720645897,Entire_home/apt,45,1,,,26
2359348,9997539,Cyril,Entrepôt,48.87376623717993,2.352656279286394,Entire_home/apt,110,3,2015-08-25,2.24,306
7471846,26285338,Anne Sophie,Entrepôt,48.88038346704592,2.352719184610604,Private_room,31,3,2015-08-20,5.0,17
4020076,20842481,Nini,Entrepôt,48.88281415764156,2.3498124526775883,Entire_home/apt,85,3,2015-08-26,1.46,340
3751042,7865837,Marie,Entrepôt,48.87198476590828,2.3751284753322355,Entire_home/apt,45,5,2015-06-28,2.18,0
8146161,43010374,Manuel,Entrepôt,48.872647986705296,2.3658154405077734,Entire_home/apt,25,1,,,3
4730902,281006,Samuel,Entrepôt,48.87329461605256,2.3570485377573336,Entire_home/apt,75,3,2015-08-29,4.69,295
4858297,2283253,Armelle,Entrepôt,48.87244893117328,2.3666326306012886,Entire_home/apt,85,3,2015-07-06,1.23,305
6052203,1441219,,Entrepôt,48.871681438186464,2.3738556998107603,Entire_home/apt,60,30,2015-05-22,0.29,320
6825383,23608053,Sébastien,Entrepôt,48.8841053552738,2.36565669338425,Entire_home/apt,100,20,,,0
3050072,7829468,Aude,Entrepôt,48.86943270744115,2.361724111778346,Entire_home/apt,120,3,2015-05-10,0.52,245
6041385,7612270,Paul,Entrepôt,48.87692210659818,2.350325582401999,Entire_home/apt,120,2,,,105
829071,4345671,Arnaud,Entrepôt,48.87417121536223,2.350879440367041,Entire_home/apt,80,3,2015-08-10,2.54,299
4579566,17615252,Clémentine,Entrepôt,48.87446964297342,2.349189022552664,Entire_home/apt,62,7,2015-06-08,0.61,266
2517800,12890056,Guillaume,Gobelins,48.82653538231726,2.3601658192985098,Entire_home/apt,70,1,2015-07-10,0.46,46
5064203,4675864,Teon,Gobelins,48.827086432782046,2.3473473030721608,Entire_home/apt,80,3,,,204
6921936,36279742,Fanny,Gobelins,48.834690367100144,2.353992496164304,Entire_home/apt,39,2,,,20
1796930,9423486,Shpresa,Gobelins,48.83424135721154,2.3660426826645904,Entire_home/apt,75,2,2015-08-19,1.41,24
1528129,8151968,Véronique,Gobelins,48.82697236292304,2.354051889915186,Entire_home/apt,80,3,2015-07-02,0.42,355
7258709,38003103,Leon,Gobelins,48.83032524428199,2.3479614477098885,Entire_home/apt,132,1,,,329
7512715,38474687,Helene,Gobelins,48.83371662430822,2.344397822247331,Entire_home/apt,50,1,2015-07-28,0.79,352
7144552,29142001,Pierre,Gobelins,48.82649927196013,2.3728605672042167,Entire_home/apt,51,1,2015-08-22,2.0,39
6106068,27607392,,Gobelins,48.83482381108745,2.3593244389366905,Entire_home/apt,120,2,2015-08-07,1.0,135
2443270,12491533,Nathalie,Gobelins,48.82751753831226,2.3538492563005047,Entire_home/apt,70,4,2015-05-29,0.93,34
984653,1298355,Eno,Gobelins,48.82613480548451,2.3767813270709803,Private_room,40,1,,,365
6143887,13429580,,Gobelins,48.83368384762791,2.365849109786521,Entire_home/apt,100,1,2015-05-22,0.98,279
7398182,36193648,Claudie,Gobelins,48.83704520842917,2.3492758643478884,Entire_home/apt,220,14,,,22
7458689,31978351,Pierre,Gobelins,48.8247242330579,2.3476934483176475,Private_room,35,3,2015-08-11,1.0,19
5787520,27343272,Klara,Gobelins,48.82133727049652,2.3611959661823043,Entire_home/apt,70,1,2015-07-01,2.26,227
5363347,24624941,Arnaud,Gobelins,48.82642951877509,2.3699041967065297,Entire_home/apt,80,2,2015-07-07,2.73,7
6193546,2107478,Philippe,Gobelins,48.82818992589706,2.347089650052821,Entire_home/apt,99,2,2015-07-25,1.47,343
3316744,16745803,Alexey,Gobelins,48.83222799213309,2.3699058249757448,Entire_home/apt,45,2,2015-08-07,0.91,8
5152832,26643935,Ryan,Gobelins,48.83152449460671,2.3668039300951613,Entire_home/apt,69,1,,,365
3708943,18213995,Didier,Gobelins,48.837165078978025,2.3463079756098635,Entire_home/apt,60,4,2015-05-22,0.43,230
6797611,35581847,François,Gobelins,48.82673174658389,2.3454023598438547,Entire_home/apt,50,2,2015-08-18,1.0,60
6124434,6600904,Brice,Gobelins,48.83030907222672,2.3789449724662988,Private_room,60,2,2015-08-26,1.21,103
7618973,38558352,Toumicha,Gobelins,48.817937235311575,2.3668429120559176,Entire_home/apt,57,2,2015-08-23,2.0,360
5810317,13622773,Miranda,Gobelins,48.82450382979557,2.354888604339823,Private_room,40,1,2015-07-28,1.9,30
6687655,13896361,Sabry,Gobelins,48.83579402830728,2.34409212996974,Private_room,100,1,,,365
2364263,12076283,Anne,Gobelins,48.821215269778655,2.3578692070905345,Entire_home/apt,100,3,2015-07-26,0.78,224
1962415,2276446,Mariele,Gobelins,48.83246664931513,2.3513285227911083,Entire_home/apt,70,2,2015-08-29,0.75,282
3651736,7399077,,Ménilmontant,48.849537903627606,2.410474446916553,Entire_home/apt,52,2,2015-06-09,0.15,166
4763790,24548175,,Ménilmontant,48.86820943640407,2.398854451702792,Entire_home/apt,45,2,2015-05-26,0.61,356
7625080,22393896,Annie,Ménilmontant,48.86074419081933,2.4069316253103588,Entire_home/apt,78,10,,,103
1288090,7005338,Typhaine,Ménilmontant,48.868847933525,2.3857398592671566,Entire_home/apt,50,1,2015-08-24,0.84,10
144959,702063,,Ménilmontant,48.86743315750604,2.392391780928696,Entire_home/apt,75,4,2013-07-16,0.07,243
2383987,816994,Fabien,Ménilmontant,48.85314387528216,2.402340382556456,Entire_home/apt,80,2,2015-08-23,0.95,352
4331201,4992741,,Ménilmontant,48.851698126691744,2.4034335284168566,Entire_home/apt,70,1,,,298
2090864,10671080,,Ménilmontant,48.84717210243795,2.412601710392009,Entire_home/apt,60,1,2015-07-27,0.69,184
4827039,12867957,Cyrielle,Ménilmontant,48.8516732341745,2.40418719416964,Entire_home/apt,50,7,,,361
4784252,24664587,Reda,Ménilmontant,48.85056452442966,2.4043215034491987,Entire_home/apt,67,7,,,241
6335253,32982683,Maïa,Ménilmontant,48.85377214199151,2.403744087659704,Entire_home/apt,80,1,,,91
4714493,1384746,Marko,Ménilmontant,48.86706816833269,2.393288350512769,Entire_home/apt,43,4,2015-08-05,2.11,0
7452044,8724890,Louison,Ménilmontant,48.86752344426807,2.4023918360050174,Private_room,35,4,2015-08-11,1.58,12
347350,1760507,Pierre,Ménilmontant,48.86490519481402,2.3998059732117643,Private_room,40,3,2015-05-01,0.3,364
2319429,11845011,Nacera-Nawel,Ménilmontant,48.87509087116179,2.395636480966825,Private_room,40,2,2015-06-29,0.4,365
6353633,9783243,Herve,Ménilmontant,48.87291835304261,2.389031056059719,Entire_home/apt,80,1,,,89
5229203,25247844,,Ménilmontant,48.86450234098172,2.4066252552746343,Entire_home/apt,41,2,2015-08-07,1.0,22
6660405,34861103,Nadia,Ménilmontant,48.87456965182251,2.4042476766695486,Entire_home/apt,40,3,2015-08-22,1.0,151
746229,3914476,Edith,Ménilmontant,48.87091519329513,2.388328722999822,Private_room,35,5,2014-09-19,0.39,304
3181820,15919183,Frederic,Ménilmontant,48.86265999565722,2.3885267300385107,Entire_home/apt,98,2,2015-07-29,0.62,361
4543451,23559136,Moise,Ménilmontant,48.855806886417255,2.4104656297695244,Entire_home/apt,50,3,2015-04-03,0.31,305
6286375,13710452,Anne Laure,Ménilmontant,48.86997279785072,2.3913896828238066,Private_room,50,1,,,364
4872970,7465404,Ingrid,Ménilmontant,48.872422967009534,2.3801496977969663,Entire_home/apt,65,1,2015-08-31,1.29,354
5965059,30963529,Mélanie,Ménilmontant,48.86148129769659,2.4017808396708253,Private_room,40,3,2015-07-16,0.6,269
708432,3638444,Frédéric,Panthéon,48.84417087537794,2.3478360273129057,Entire_home/apt,115,3,2015-08-31,1.48,339
5466313,5044753,Ruben,Panthéon,48.84133852289293,2.362780667742643,Entire_home/apt,115,4,2015-06-14,0.44,188
3188668,16165217,Benoit,Panthéon,48.83926314794037,2.3544502099458446,Entire_home/apt,50,1,2014-08-25,0.16,0
6775737,1802008,Anémone,Panthéon,48.84566202653703,2.3544784982697933,Entire_home/apt,150,3,2015-06-15,0.37,333
7587193,39788734,Auriane Et PE,Panthéon,48.84047651669563,2.3587368426100443,Entire_home/apt,93,1,,,238
2646912,3971743,Diane,Panthéon,48.84600274865154,2.3529165292215963,Entire_home/apt,133,5,,,258
5854982,2281240,Victor,Panthéon,48.84720800523717,2.34951881276694,Entire_home/apt,110,3,2015-08-16,0.88,304
1780769,9347672,Judith,Panthéon,48.85062995595079,2.3468702328080475,Entire_home/apt,110,3,2015-08-11,1.72,322
6013870,5044753,Ruben,Panthéon,48.837062582768745,2.35121416768564,Entire_home/apt,170,4,2015-07-22,0.68,125
4405605,5044753,Ruben,Panthéon,48.85010364803125,2.348975777897305,Entire_home/apt,130,4,2015-06-25,0.42,283
4640650,6816785,Charlotte,Panthéon,48.83827862513351,2.3472387711737106,Entire_home/apt,90,7,2015-07-10,0.54,245
6552769,34271789,Sarah,Panthéon,48.8428415476561,2.339047730293311,Entire_home/apt,70,1,,,245
5029201,25959249,Eric,Panthéon,48.84712103794938,2.3420125209678764,Private_room,110,3,2015-07-12,1.14,329
5181406,26364389,Nathalie,Panthéon,48.85152137735463,2.3448371526371314,Entire_home/apt,84,1,2015-08-14,7.18,335
5187325,8686239,Alexandre,Panthéon,48.84378871599372,2.354940799258403,Entire_home/apt,65,2,,,365
542507,1432477,FG Properties,Panthéon,48.85002066878354,2.346079606362512,Entire_home/apt,379,4,2015-08-03,0.29,5
2832794,12118846,Sabe,Panthéon,48.85054968869009,2.352251531443327,Private_room,90,1,2015-08-30,0.32,245
6759534,35384976,Clemence,Panthéon,48.84298069641139,2.3520546948290617,Entire_home/apt,90,3,2015-08-20,5.0,59
4734783,4608078,Maeva,Panthéon,48.84438327557265,2.3447517450339768,Entire_home/apt,85,3,2015-01-05,0.12,336
4914156,25286270,Ronen,Panthéon,48.84883379071152,2.354216849775533,Entire_home/apt,110,1,2015-07-05,0.8,211
5236584,2288803,Fabien,Panthéon,48.85190914145743,2.3461970088856567,Entire_home/apt,177,7,,,327
7202629,37713633,Cédric,Panthéon,48.84619521606353,2.3549113709352283,Entire_home/apt,50,1,2015-08-21,4.77,55
7863162,19796277,Axelle,Panthéon,48.85312056567116,2.3457097718942026,Entire_home/apt,150,1,,,1
575881,2832812,Stella,Panthéon,48.837546670149614,2.3485904093450936,Entire_home/apt,78,5,2015-08-23,1.56,171
3734125,19086971,Brieuc,Panthéon,48.84729641609504,2.3460914780606625,Entire_home/apt,80,3,2015-07-13,0.75,335
5560521,14348233,Maxime,Panthéon,48.84075547847866,2.352648909803891,Entire_home/apt,58,2,2015-06-15,0.38,156
2376651,12142199,Delphine,Panthéon,48.83949198948218,2.3443322123437587,Entire_home/apt,162,3,2015-08-07,0.86,322
2975362,15176739,Deborah,Panthéon,48.84546954729917,2.342520595062476,Entire_home/apt,95,25,2015-02-01,0.14,318
872891,1112103,Tea,Panthéon,48.85126388969528,2.344123350010656,Entire_home/apt,130,2,2015-08-19,1.35,328
1996887,541466,,Panthéon,48.849860422243786,2.349943423926556,Entire_home/apt,120,4,2015-08-09,0.46,343
1073268,5903647,Paris Centre F2 / 50m2,Panthéon,48.84970704183591,2.3475081178896606,Entire_home/apt,109,3,2015-08-04,1.45,312
810708,4263203,Jean-Louis,Panthéon,48.84868246782627,2.353418432694592,Entire_home/apt,120,3,2015-08-12,2.7,189
1543659,3971743,,Panthéon,48.84942582543717,2.3513491387630823,Entire_home/apt,229,5,,,233
3846348,19827256,Romaine,Panthéon,48.84613344732321,2.3419040146130707,Entire_home/apt,150,3,2015-08-26,2.22,256
7244536,33152080,Daniel,Panthéon,48.84523430765413,2.3506114517071066,Entire_home/apt,80,4,2015-08-30,1.0,329
993210,5455623,Antoine,Panthéon,48.841850385409536,2.3463726635561906,Entire_home/apt,130,5,2015-08-01,1.26,283
3683171,17444275,Jean-Baptiste,Panthéon,48.84481138150306,2.351195739129634,Entire_home/apt,160,4,2015-08-07,1.34,333
3411801,17191897,Stephane,Panthéon,48.8510680471616,2.3461036865086315,Entire_home/apt,100,3,2015-08-28,4.62,277
7342156,38464383,Patrice,Panthéon,48.8469059315194,2.343473826058747,Entire_home/apt,109,1,,,353
4453356,2856748,,Panthéon,48.84986254135043,2.3495923118512607,Entire_home/apt,300,5,,,365
3674160,12232678,Arturo & David,Panthéon,48.85185598491853,2.343607879750288,Entire_home/apt,111,1,2015-08-11,5.42,307
6553983,9702334,Marc,Panthéon,48.84950120891942,2.350718468603572,Entire_home/apt,140,1,2015-06-24,0.42,73
6488303,33907619,Sven,Panthéon,48.84501386439168,2.3515545803358555,Entire_home/apt,88,2,2015-08-23,2.7,296
1065755,5056483,Bettina,Panthéon,48.8371097478359,2.3501304120978066,Entire_home/apt,225,3,,,365
2018597,4608078,Maeva,Panthéon,48.84628608811562,2.346078258855384,Entire_home/apt,140,6,,,365
3190423,16172236,Lorenzo,Panthéon,48.84133040547854,2.3518820971096543,Entire_home/apt,49,1,2015-08-13,0.72,299
4740914,2965346,Mélodie,Panthéon,48.852281481954726,2.3437463139572867,Entire_home/apt,80,1,,,42
3784781,19423457,Jean Claude,Panthéon,48.84245054643696,2.363459946222059,Entire_home/apt,95,10,2015-08-01,0.47,266
4409261,18192718,Juliana,Panthéon,48.84370913309826,2.352294895544337,Private_room,60,1,,,288
1125795,1029633,Antoine,Panthéon,48.84987960440674,2.3499570974829647,Entire_home/apt,83,2,2015-08-27,4.42,310
7399342,20041818,Audrey,Panthéon,48.83981883894829,2.3546088101786578,Entire_home/apt,94,3,,,298
2200550,11226132,Arnaud,Panthéon,48.83758437776954,2.3520016315000425,Entire_home/apt,50,2,2015-08-03,2.3,278
4071661,2209353,Marie,Panthéon,48.84345286332122,2.3487486872153456,Entire_home/apt,95,3,2015-08-21,1.12,319
6687353,34995671,Dylan,Panthéon,48.84506619102374,2.344844153183129,Entire_home/apt,200,2,,,351
4755317,24480126,Caroline,Panthéon,48.84603229966064,2.354128060326814,Entire_home/apt,60,1,2015-08-09,1.83,308
1942856,6960055,Nicole,Panthéon,48.84267675443049,2.3431287975754165,Private_room,45,2,2015-08-29,1.16,293
4805882,789620,Charlotte,Panthéon,48.848858724601634,2.346543862348467,Entire_home/apt,190,3,2015-07-14,1.24,306
1141682,4419495,Julien,Panthéon,48.84372038171372,2.338979698238933,Entire_home/apt,92,1,2015-08-01,1.31,352
2400581,12267372,Alain,Panthéon,48.83779992184168,2.34808009557569,Entire_home/apt,145,5,2015-07-16,0.32,322
2440894,7140390,,Panthéon,48.85088295363568,2.3468278911684664,Entire_home/apt,119,1,2015-08-23,1.08,262
740141,3873281,Vivian,Panthéon,48.840763287381726,2.3563664121055643,Entire_home/apt,100,4,2015-08-09,0.39,9
7069338,37065953,Laura,Panthéon,48.83872001698222,2.350083725414243,Entire_home/apt,92,1,2015-08-16,4.74,61
784846,4138201,Claudia,Panthéon,48.84095748402739,2.348619563803528,Entire_home/apt,180,3,2015-08-11,1.32,91
4885945,24664061,Yvan,Panthéon,48.84573324710488,2.3508297179106488,Entire_home/apt,100,1,2015-08-04,1.07,257
955786,3456707,Audrey,Panthéon,48.84922622259111,2.347434777153253,Entire_home/apt,110,2,2015-08-18,2.17,246
7297805,7892216,Emma,Panthéon,48.843751073609326,2.3509767392213434,Private_room,50,1,2015-08-10,5.4,213
6954964,35986563,Audrey,Panthéon,48.850768442032674,2.354055632753666,Entire_home/apt,90,1,2015-07-13,1.05,46
323023,1649376,Edouard L,Passy,48.86719477265196,2.2971283541440712,Entire_home/apt,130,3,2013-06-22,0.04,365
1357900,8750934,Alexandra Et Paul,Passy,48.87178812904354,2.2906910964632035,Entire_home/apt,45,2,2015-08-15,1.23,22
1766862,4736035,Antoine,Passy,48.87366338211357,2.28827118494638,Entire_home/apt,140,1,2015-08-15,4.82,318
7514251,19585982,Hoang,Passy,48.86940762889386,2.2789535179722007,Private_room,68,2,,,47
6361439,16738511,Romaing,Passy,48.84542641262664,2.259903833133397,Private_room,52,2,2015-08-28,4.53,335
4545063,23566028,Olivier,Passy,48.86703538005072,2.290807636107977,Entire_home/apt,70,3,2015-08-22,1.91,309
1066533,2188481,Talia,Passy,48.8644731680054,2.288485615231835,Private_room,58,1,2015-04-18,0.85,365
1160061,5853269,Mus,Passy,48.8663341512119,2.2993381328373186,Entire_home/apt,39,3,2015-08-19,3.14,6
5255751,2288803,Fabien,Passy,48.858179711297744,2.2883587716711182,Entire_home/apt,418,5,2015-08-07,1.22,289
3077992,12925739,Cyrille,Passy,48.864466195949184,2.2918920756839265,Entire_home/apt,95,4,2015-08-20,4.34,314
4991880,25734810,Youssef,Passy,48.86191157916796,2.2778473229113585,Entire_home/apt,68,7,,,275
5624346,8718486,Elie,Passy,48.86698472416207,2.2787943264311283,Entire_home/apt,50,7,,,186
6798169,1778833,Ozy,Passy,48.86118433562572,2.2846129675196343,Entire_home/apt,200,5,,,365
3800602,19289047,Michaela,Passy,48.847262267736006,2.271350364519685,Entire_home/apt,60,1,,,358
194621,945319,Sylvie,Passy,48.86505868520442,2.2978796218942907,Entire_home/apt,375,5,2015-08-19,1.59,219
3032555,7962598,Sophie Rita,Passy,48.83986592623908,2.2530057471878853,Entire_home/apt,120,3,2015-07-30,1.99,245
5444702,5268961,Omar & Syrine,Passy,48.86558825301029,2.2891040105685803,Entire_home/apt,145,1,2015-07-17,1.72,365
7996783,42212533,Martine,Passy,48.85699927712879,2.287856770268032,Entire_home/apt,50,5,,,332
7865786,2300345,Mariam,Passy,48.856377778313714,2.2806641094178106,Entire_home/apt,60,1,,,1
7669249,40264835,Marie-Pascale,Passy,48.843398757129705,2.259875173973484,Entire_home/apt,66,1,,,365
1263581,6862083,Mischa,Passy,48.85960861797008,2.281371765351617,Entire_home/apt,150,3,2013-09-05,0.19,0
3543229,17832655,Niveen,Passy,48.857310251377584,2.284910267005829,Entire_home/apt,150,2,2015-07-19,0.45,328
4774326,5843508,Hafsa,Passy,48.8603424179658,2.283122666695209,Entire_home/apt,58,1,2015-07-16,2.31,98
7234775,37345794,Hedia,Passy,48.84827487090122,2.274358522757714,Entire_home/apt,79,1,,,365
591199,2917465,Gaelle,Passy,48.867690450367526,2.2808046848701014,Entire_home/apt,230,7,,,244
149766,259930,Bertrand,Passy,48.8695700484024,2.2749993587335515,Entire_home/apt,67,1,2015-08-23,4.98,232
863566,2131810,Sab,Passy,48.87516069648648,2.2877452986831885,Entire_home/apt,40,1,2015-08-29,3.86,329
4599212,23328992,Denis,Passy,48.84607558814714,2.2619152186016658,Entire_home/apt,95,1,2015-08-28,5.9,322
6420295,9967566,Pierre,Passy,48.841793937289104,2.2594191376854265,Entire_home/apt,110,1,2015-05-25,0.29,83
5484618,23254036,Audrey-Laure,Passy,48.85045578167911,2.2674478276525303,Entire_home/apt,100,2,2015-05-30,0.52,161
2040678,6952700,Judith,Passy,48.844568133187465,2.2707012865367995,Entire_home/apt,220,3,2015-07-03,0.53,306
5864869,30454305,David,Reuilly,48.84051166419074,2.386167287779508,Private_room,52,1,2015-08-23,3.26,352
532504,2616866,Isabelle,Reuilly,48.84758966309702,2.3973137196651475,Entire_home/apt,94,3,2014-08-15,0.15,151
6799537,20754324,Adrien,Louvre,48.86488221503939,2.342397600192712,Entire_home/apt,89,3,2015-09-02,3.23,26
611897,3035426,Dimitri,Louvre,48.8644705589061,2.3464273361471,Entire_home/apt,70,2,2015-08-16,0.93,355
7898881,41646062,Sand,Louvre,48.857467209376594,2.3451537770020057,Entire_home/apt,110,2,,,323
7290030,35305573,Paul,Louvre,48.860305938967706,2.3476155573268653,Entire_home/apt,100,5,,,334
1182148,656386,Emanuele,Louvre,48.85744522477723,2.3470316190580416,Entire_home/apt,240,3,2015-07-08,0.22,1
2753157,14082808,Michel,Louvre,48.86393078933104,2.332148135484821,Entire_home/apt,350,3,2015-07-26,0.5,227
3811219,13232431,Ashley,Louvre,48.86509081946343,2.3427468430307163,Entire_home/apt,650,2,,,312
2721090,13694604,,Louvre,48.86103540781339,2.347734020774708,Entire_home/apt,95,3,2015-07-26,2.13,10
5268109,27268219,Marine,Louvre,48.86492850627005,2.3425004293659217,Entire_home/apt,85,3,2015-08-24,2.17,322
1754219,9226455,,Louvre,48.86459464495896,2.337313523731664,Entire_home/apt,95,30,2014-07-04,0.22,363
2357743,4012879,,Louvre,48.86370555538794,2.3299972670184856,Entire_home/apt,170,3,2015-08-01,0.22,352
58073,264687,,Louvre,48.86096799388086,2.3433497796744107,Private_room,250,4,2013-02-01,0.17,328
1543250,8225423,Emmanuel,Louvre,48.86556198079146,2.33839018305127,Entire_home/apt,65,5,2013-09-14,0.04,0
1421768,7653409,Maud,Louvre,48.86605415563189,2.330472148229996,Entire_home/apt,139,5,2015-09-01,2.29,137
8095717,3972699,Hanane,Louvre,48.86493746594175,2.343557629110652,Entire_home/apt,95,3,,,327
5155169,25435899,Karl,Louvre,48.85530800058145,2.3427500258439657,Entire_home/apt,100,1,2015-08-10,4.9,200
1262665,6875538,René,Louvre,48.85878082094168,2.336316436217416,Entire_home/apt,200,4,2015-08-12,0.9,154
2828218,8174534,Virginia & Sebastien,Louvre,48.86555557197946,2.335865026541007,Entire_home/apt,150,7,2014-07-22,0.49,241
4194826,21762597,Jean-Baptiste,Louvre,48.86383192632832,2.3485991486291744,Entire_home/apt,160,2,2015-08-27,3.68,85
5784207,23337652,Ema,Louvre,48.86696842326944,2.325321315651275,Entire_home/apt,100,1,2015-08-21,3.12,342
6432922,33577792,Fred,Louvre,48.86649613374162,2.332012753068676,Entire_home/apt,140,1,2015-05-26,0.59,350
7831702,37316616,Camille,Louvre,48.86525207600421,2.3425193744369657,Entire_home/apt,80,1,,,304
5276695,3943828,,Louvre,48.86064421693969,2.343119779122522,Entire_home/apt,150,3,2015-08-12,1.83,265
7578339,39734923,Mégane,Louvre,48.867558869745466,2.332259667931172,Entire_home/apt,40,1,2015-08-25,2.0,13
3846489,19828184,,Louvre,48.865709876323926,2.330099568814312,Entire_home/apt,70,1,,,332
6184949,28903950,,Louvre,48.86373479844811,2.347357467480616,Entire_home/apt,60,3,2015-08-11,0.78,102
4144654,10434838,Flora,Louvre,48.85859441692367,2.3463069565931245,Entire_home/apt,110,1,2015-08-12,2.0,39
3755005,7669735,Jérémy,Louvre,48.862941969536855,2.340185710013543,Entire_home/apt,66,4,2015-07-07,0.31,153
24436,59987,Patrick,Louvre,48.86005928533466,2.3474471021375654,Entire_home/apt,90,3,2015-08-28,4.55,318
7027668,36842314,Aymeric,Luxembourg,48.84163822208767,2.3311598646165104,Private_room,45,1,,,116
3844457,19816768,Marie Laure,Luxembourg,48.84972264482818,2.335728017454401,Entire_home/apt,85,3,2015-08-14,1.09,136
4923395,20355787,Kimberly,Luxembourg,48.85309403120716,2.340564711695704,Entire_home/apt,270,3,,,11
1333691,2890357,Charles,Luxembourg,48.8479548530581,2.33042037202954,Entire_home/apt,160,2,2015-06-09,1.41,326
5509639,19333934,Pauline,Luxembourg,48.85251563661986,2.3412028324267404,Entire_home/apt,85,1,2015-07-09,1.61,358
5843001,24967417,Vanessa,Luxembourg,48.85379232100392,2.33121327860734,Private_room,200,1,,,365
5792519,383581,Cecile,Luxembourg,48.850842865386,2.3376536691268988,Entire_home/apt,200,1,,,265
6370731,2667370,Parisian Home,Luxembourg,48.84890396349983,2.33872637730146,Entire_home/apt,269,7,2015-07-26,0.94,276
1899337,7548908,Jean,Luxembourg,48.85541127836577,2.3410365108376268,Entire_home/apt,140,3,2015-08-30,2.22,283
3677021,3902163,Giorgio,Luxembourg,48.853543888022784,2.3424386400105885,Entire_home/apt,90,10,2015-07-23,0.62,244
3222324,16317014,Margaux,Luxembourg,48.84579152764664,2.327924226905555,Entire_home/apt,48,1,2015-08-07,5.4,272
6756321,35372159,Charles,Luxembourg,48.84878345363818,2.3394075303959325,Entire_home/apt,220,1,2015-08-04,1.25,66
7221668,27404289,Christine,Luxembourg,48.84724717364065,2.3248490413116043,Entire_home/apt,89,7,,,31
4466640,2856748,,Luxembourg,48.85784742781258,2.337513480022459,Entire_home/apt,350,5,,,365
6027130,27997930,Vacation In Paris,Luxembourg,48.85446608958429,2.338701656674908,Entire_home/apt,128,4,2015-07-20,1.02,312
4980372,6999789,Carmen,Luxembourg,48.84648074499032,2.318356967612885,Entire_home/apt,37,1,,,214
1374608,4959424,Olivier,Luxembourg,48.854298872545606,2.337162399513685,Entire_home/apt,295,5,2015-06-23,0.72,245
5829470,28627056,,Luxembourg,48.84763921032813,2.3195129055980344,Entire_home/apt,80,2,2015-06-05,0.33,365
5245367,19726194,Louis,Luxembourg,48.84262959511092,2.3357597177135703,Private_room,55,3,2015-08-18,1.0,186
4627839,23968024,Helene,Luxembourg,48.84778546608335,2.331528377248786,Entire_home/apt,572,1,,,2
