Id,Id_Hote,Nom_Hote,Quartier,Latitude,Longitude,Type,Prix,Min_nuits,Dernier_avis,Avis_par_mois,Disponibilite
2270823,3363061,Emy,Observatoire,48.83559510468447,2.321510610635408,Private_room,38,2,2015-07-24,1.19,289
7000661,21612047,François,Observatoire,48.82965123184567,2.321963748149072,Entire_home/apt,110,1,,,242
7201376,1145178,Michael,Observatoire,48.83245943394044,2.3162882351412986,Entire_home/apt,67,1,2015-07-19,0.64,1
383115,1919943,Marjorie,Observatoire,48.82559782293807,2.324137120177143,Entire_home/apt,42,5,2014-10-20,0.09,249
7214358,37771521,Melanie & Nicolas,Observatoire,48.83305403248136,2.3403119378054704,Entire_home/apt,64,1,2015-08-17,1.96,34
7358303,11478445,Téo,Observatoire,48.83982460930786,2.322368398014172,Entire_home/apt,100,1,,,329
7171731,37561326,Elodie,Observatoire,48.83114429566763,2.3363939964573044,Entire_home/apt,60,2,2015-08-14,1.13,244
6290824,19822136,Julien,Observatoire,48.82623787995621,2.3332663912304468,Entire_home/apt,40,2,2015-08-30,2.0,208
6487397,18263774,Octave,Observatoire,48.83461641154172,2.3274767312017057,Entire_home/apt,50,4,2015-08-19,2.4,79
7136711,35190261,Stefano,Observatoire,48.83202412876933,2.3237679042265547,Entire_home/apt,99,1,,,52
644941,3228612,Bertrand,Observatoire,48.82561052879643,2.322218646133311,Entire_home/apt,190,3,2015-08-24,0.41,258
1272220,5284832,Ombeline,Observatoire,48.83185625334829,2.3141543615287907,Entire_home/apt,75,6,2015-05-17,0.58,321
2939030,15006488,,Observatoire,48.83186036262165,2.315124401315828,Entire_home/apt,70,2,2015-08-09,0.33,242
3637619,18347512,David,Observatoire,48.83616381237661,2.322560081272492,Entire_home/apt,100,1,2015-06-25,0.6,274
4443641,23063375,Florence,Observatoire,48.83469540912744,2.3307689466981176,Private_room,100,1,,,365
1087020,1174181,,Observatoire,48.83141828621771,2.3230093404503243,Entire_home/apt,69,1,2015-05-14,0.28,352
5674960,8748320,Adrien,Observatoire,48.83288721242064,2.3290346626023224,Entire_home/apt,160,3,2015-08-24,6.32,84
3237092,7415871,,Observatoire,48.831602770082,2.319755340775308,Entire_home/apt,180,2,,,362
4356576,8878038,Pierre,Observatoire,48.83598279514713,2.3182566303144903,Entire_home/apt,80,1,2015-08-08,1.6,327
4821649,1685634,Clara,Observatoire,48.83401986554083,2.315619175674916,Entire_home/apt,49,3,2015-08-16,2.69,310
4438620,15530657,Claire,Observatoire,48.8340421068283,2.3195128929675675,Entire_home/apt,90,1,2015-08-02,0.78,63
3651699,9036406,Jo,Observatoire,48.83091125051887,2.3274749417657263,Entire_home/apt,100,5,2015-08-10,1.0,361
5207430,2288803,Fabien,Observatoire,48.83559839204069,2.3269765440879766,Entire_home/apt,157,5,,,216
2373558,10150041,,Observatoire,48.83336055039938,2.3251403723927027,Entire_home/apt,70,1,,,233
2273817,4845676,Richard,Observatoire,48.83028792356421,2.328601419684494,Entire_home/apt,60,1,2015-08-29,2.0,44
6009004,31195251,Luc,Observatoire,48.8314256317905,2.33883892188964,Entire_home/apt,145,3,2015-06-26,0.63,363
350464,1685692,Pégah,Observatoire,48.82310596603786,2.3286920685543104,Entire_home/apt,55,6,2015-08-29,0.55,234
3621670,18245278,,Observatoire,48.82732961078064,2.331088236744282,Entire_home/apt,79,3,2015-02-08,0.14,365
760221,144665,Maud,Observatoire,48.82689764095954,2.340768555372841,Entire_home/apt,129,2,2015-08-19,2.94,178
6884711,36075213,Cécile,Observatoire,48.82850445009606,2.329240283716178,Private_room,45,1,2015-07-05,0.88,51
4375923,22719015,Marie,Observatoire,48.83333548054304,2.3250868146189787,Entire_home/apt,70,2,,,337
7897208,10973470,Marianne,Observatoire,48.83049235719479,2.317522828470937,Entire_home/apt,85,4,,,178
6176915,4929714,Fabienne Et Thierry,Observatoire,48.833513399584895,2.3253884925430546,Entire_home/apt,45,3,2015-05-30,0.31,305
3027109,14956200,Vincent,Observatoire,48.83237730699111,2.3396107805396635,Entire_home/apt,90,5,,,345
6906252,36192125,Karin,Observatoire,48.84104546953516,2.330176101323452,Entire_home/apt,30,21,,,49
531894,1998085,Prisca,Observatoire,48.83085419695536,2.332686737272561,Entire_home/apt,100,7,2015-07-19,0.22,337
8006253,20108460,Kael,Observatoire,48.823044468043385,2.3299893487763645,Entire_home/apt,73,2,,,365
2173158,9304128,Louise,Observatoire,48.83109844540701,2.3255783672431343,Entire_home/apt,80,2,2015-08-07,4.31,24
6782202,5732931,Ambroise,Observatoire,48.82499680844416,2.3193170547900377,Entire_home/apt,52,1,2015-08-26,2.31,258
7452244,39029393,Silvia,Observatoire,48.82658740253072,2.3281806537686816,Entire_home/apt,40,5,,,354
6236763,32364061,Fanny,Observatoire,48.82917490550558,2.3341903629191902,Entire_home/apt,70,2,2015-08-27,1.78,111
4905922,25258248,Benjamin,Observatoire,48.84291754566078,2.324548531924399,Entire_home/apt,99,3,2015-07-02,3.6,348
2276592,11624713,Florence,Observatoire,48.82755062646076,2.3269325968039527,Private_room,60,1,2015-05-23,0.21,365
951700,4948059,Chloé,Observatoire,48.822994508094254,2.3412949538665875,Private_room,32,6,2015-08-13,0.4,319
2634074,12787015,Delphine,Observatoire,48.83002584257449,2.3276515460953067,Entire_home/apt,120,1,,,0
4974765,25643768,Jo,Observatoire,48.8283624868286,2.3217719622542723,Entire_home/apt,75,1,2015-03-13,0.17,365
8140439,12087893,Yas,Observatoire,48.83455066432712,2.331988208328214,Entire_home/apt,90,1,,,365
7102882,37219282,Karim,Observatoire,48.83158332043946,2.31847301346222,Entire_home/apt,50,1,,,38
2369192,11970793,Thorsten,Observatoire,48.83152106102086,2.31804326402679,Entire_home/apt,65,5,2014-07-30,0.31,213
634124,3156337,Marcos & Andrei,Observatoire,48.82756442873087,2.3349458254480067,Entire_home/apt,110,2,2015-04-27,0.62,355
3797991,12019199,Delphine,Observatoire,48.84073252485833,2.3302479314460984,Entire_home/apt,220,2,,,125
5928600,30781939,Bruce,Popincourt,48.85842094443694,2.3791899337540285,Private_room,48,1,2015-04-17,0.21,248
6025983,28617148,Roch -,Popincourt,48.86660545566832,2.3694215525272133,Entire_home/apt,120,3,2015-09-02,3.65,310
5489394,17676690,Marie-Amelie,Popincourt,48.85448423706156,2.3697230580772,Entire_home/apt,100,6,2015-08-22,2.54,168
6219869,10502070,Marie,Popincourt,48.84833307994251,2.398045087783772,Entire_home/apt,160,7,,,0
6430255,4319480,Jason And Rebecca,Popincourt,48.86633223714351,2.3832062543536883,Entire_home/apt,80,2,2015-08-26,1.0,57
7029699,34675549,Christelle,Popincourt,48.84872345155926,2.3967604898502506,Entire_home/apt,83,2,,,42
7551473,23244040,Damien,Popincourt,48.85114070257021,2.3901327616634074,Entire_home/apt,150,4,,,363
1442165,2412147,Ashley,Popincourt,48.85523824438923,2.381419988919565,Entire_home/apt,57,2,,,330
4332672,22495881,Magali,Popincourt,48.84960265458954,2.398467851770292,Entire_home/apt,80,5,,,365
1335651,3136487,Caroline,Popincourt,48.86020327819131,2.38299559739346,Entire_home/apt,55,2,2015-08-13,0.4,27
3609581,14672130,,Popincourt,48.85524015952052,2.370578918607169,Entire_home/apt,70,2,2015-07-20,0.55,241
3475958,17508372,Jessica,Popincourt,48.85951511575307,2.386477104846456,Entire_home/apt,59,4,,,228
8127902,40871251,Pavla,Popincourt,48.86789620761464,2.3737370430706344,Entire_home/apt,65,1,,,1
3024858,3551090,,Popincourt,48.85975601944,2.3790503567801515,Entire_home/apt,70,2,2015-08-25,1.01,311
3607149,18178512,Alexandra,Popincourt,48.84988758290771,2.392832252329839,Private_room,50,1,2015-08-23,1.52,359
5378049,27880273,Marie,Popincourt,48.851094258894605,2.384615047575818,Entire_home/apt,80,2,2015-08-07,2.61,308
7165975,27430916,Corinne,Popincourt,48.85037911373974,2.3893051953538147,Entire_home/apt,60,2,,,37
2492120,8311363,Camille,Popincourt,48.86785769632957,2.37509773093862,Entire_home/apt,75,2,2015-06-12,0.7,312
7059171,37019555,Manon,Popincourt,48.8540714996492,2.3707620451379188,Private_room,40,1,2015-08-18,2.5,39
3491755,17583892,Alain,Popincourt,48.85119264616867,2.391955275576624,Entire_home/apt,60,3,,,361
6834513,35807489,Antonio,Popincourt,48.85030085051445,2.383861619040996,Entire_home/apt,65,2,,,51
4341015,5203864,José-Antonio,Popincourt,48.864559061628896,2.3855523875262503,Private_room,50,1,2015-08-28,0.74,336
620249,281528,,Popincourt,48.86497289421968,2.3797819828221547,Entire_home/apt,86,3,2015-06-21,0.4,340
6817347,11913084,Lina,Popincourt,48.85199895832013,2.392977547617845,Entire_home/apt,60,3,,,67
4200541,20103088,,Popincourt,48.857292011498345,2.3871078799480525,Entire_home/apt,75,1,2014-12-22,0.36,365
537924,2570257,,Popincourt,48.86805360269296,2.378456065050294,Entire_home/apt,70,28,2015-07-17,1.23,60
5846727,30094606,,Popincourt,48.864230364170645,2.367264034702768,Entire_home/apt,120,10,,,287
451146,2240841,,Popincourt,48.853671884478615,2.3885487240872347,Entire_home/apt,65,3,2015-01-02,0.19,308
2488829,12737796,Axel,Popincourt,48.85331459703493,2.371709198962068,Entire_home/apt,60,1,2015-09-01,7.79,239
7456686,22097496,Vincent,Popincourt,48.85251501351448,2.393601456207504,Entire_home/apt,65,5,,,19
1240953,5020368,Irene,Popincourt,48.862852219079855,2.375654939631165,Private_room,45,2,2015-07-23,0.68,337
1091511,5971915,Lilou,Popincourt,48.86959402016496,2.373672861609325,Entire_home/apt,120,3,2015-07-04,1.47,235
7727523,4751132,Claire&Bastien,Popincourt,48.867457582119314,2.367578946766582,Entire_home/apt,145,1,,,3
7661177,19784362,Céleste,Popincourt,48.85346222687354,2.3787216480112496,Entire_home/apt,80,2,,,335
545077,2679913,Gala,Popincourt,48.86840133183402,2.3772175465442507,Shared_room,35,2,2015-07-27,1.38,341
5301104,27457634,,Popincourt,48.8690851160716,2.37425475811046,Entire_home/apt,80,1,2015-07-31,2.01,352
3201596,16225369,Sandra,Popincourt,48.86208380872991,2.381963758712745,Private_room,36,1,2015-08-05,1.61,242
2020462,10385783,Jean-Michel,Popincourt,48.86445386747005,2.366455198068683,Entire_home/apt,65,4,2015-08-24,2.13,310
5931583,30797007,,Popincourt,48.85790742430503,2.380206365755607,Entire_home/apt,75,1,2015-06-07,0.87,147
1075591,2624774,Alix,Popincourt,48.85303409977119,2.3743653135058573,Entire_home/apt,69,1,2015-08-27,3.92,270
4749405,22585165,,Popincourt,48.87082581130474,2.376843008698516,Entire_home/apt,70,2,2015-07-08,1.18,348
5430739,3581061,,Popincourt,48.851066889082354,2.377565023494576,Entire_home/apt,120,4,,,242
8165790,10492544,Elisabeth,Popincourt,48.84976288100985,2.398533617647074,Private_room,140,2,,,81
5549171,28770592,,Popincourt,48.85627500348913,2.3764824406543816,Entire_home/apt,91,1,2015-06-16,0.72,157
1120535,3898391,Elena&Enzo,Popincourt,48.853068614893104,2.389033780174799,Entire_home/apt,75,1,,,268
5602705,29046310,,Popincourt,48.85238844104239,2.375689508622726,Entire_home/apt,180,2,2015-04-05,0.2,348
2933375,14978096,,Popincourt,48.8506489054235,2.3850659840331687,Entire_home/apt,85,1,2015-08-31,1.13,165
3695083,18817565,Vincent,Popincourt,48.85913015377954,2.383056819087761,Entire_home/apt,100,4,,,365
1134244,4042601,,Popincourt,48.86805151979488,2.3814770353819417,Entire_home/apt,120,2,2015-05-25,0.33,295
6060218,31454019,Julien,Popincourt,48.859673751897965,2.375820554884267,Private_room,40,1,,,276
4570209,23690472,Julian,Popincourt,48.868428017872105,2.3665431469940965,Private_room,35,1,2015-08-24,2.92,276
1308408,7113061,Pascale,Popincourt,48.86708113278396,2.3704070529328694,Private_room,95,3,2015-05-05,0.25,128
7257749,37692657,Stéphanie,Popincourt,48.85107994247071,2.3855113510626365,Entire_home/apt,65,2,,,336
4552045,21841317,Hugo,Popincourt,48.864740894677496,2.3689360537726394,Private_room,55,1,,,344
5791137,29885525,Léa,Popincourt,48.86361401683868,2.3825123594020448,Private_room,40,5,2015-08-15,0.81,134
6255723,22415270,Nikita,Popincourt,48.85545047846672,2.390853449621163,Entire_home/apt,25,5,2015-08-12,2.68,98
3765175,2074703,Paul,Popincourt,48.85377976560135,2.37472486521412,Entire_home/apt,95,3,2015-08-14,1.44,348
2061179,4916447,,Popincourt,48.85757510854415,2.390402977528561,Entire_home/apt,45,4,2015-08-01,1.37,269
2637147,13499609,Rudy,Popincourt,48.85289749982404,2.39037369626564,Entire_home/apt,95,1,2015-08-28,2.42,92
7244576,24338715,Fania,Popincourt,48.86949782184618,2.3711143068355285,Private_room,40,1,,,242
5218981,27001919,,Popincourt,48.85556390129128,2.373125131953852,Entire_home/apt,85,1,,,189
5801787,30100196,Manon,Popincourt,48.8635038865665,2.368292366625892,Entire_home/apt,40,3,2015-08-28,1.0,6
11848,44626,Thierry,Popincourt,48.86577513817888,2.377046074460127,Entire_home/apt,98,2,2015-08-26,2.53,310
4273557,8935342,Helene & Xavier,Popincourt,48.85989007304884,2.3794812504058123,Private_room,55,2,2015-07-17,2.11,354
1249755,6810386,Sandra,Popincourt,48.850652423433104,2.380298383820433,Private_room,54,2,2015-08-22,3.12,260
7935259,41844898,Paris,Popincourt,48.852622351358654,2.372440140006444,Entire_home/apt,100,1,,,10
5744769,17929920,Julien,Popincourt,48.85554846189697,2.394120689197496,Entire_home/apt,60,2,2015-06-30,0.92,333
4719543,2924360,Aline,Popincourt,48.851436772896136,2.3865989757554336,Shared_room,29,1,2015-04-01,0.34,335
2937272,7474290,Nour,Popincourt,48.852632411702615,2.3926801666314987,Entire_home/apt,70,6,,,365
4115735,4296290,Jérémie,Popincourt,48.85685292732636,2.385786142266776,Entire_home/apt,120,2,2015-07-17,2.11,246
7014375,8807262,Thania,Popincourt,48.86535488126154,2.3832075860558284,Private_room,30,2,,,42
1232182,3204433,David,Popincourt,48.85368087211396,2.3740802037086928,Private_room,29,2,2015-06-24,1.29,212
6332080,3391428,Ludo,Popincourt,48.860507476999466,2.3756967192932903,Entire_home/apt,119,2,2015-08-29,4.44,337
2787020,12663300,Elodie,Popincourt,48.85703409242751,2.3756969413417552,Entire_home/apt,75,3,2015-07-26,2.43,317
3989015,15176257,Marie,Popincourt,48.85449471690985,2.370127409020524,Entire_home/apt,115,2,2015-06-01,0.36,357
6969244,3117897,Chloé,Popincourt,48.85232296426532,2.3882684421494496,Entire_home/apt,66,4,,,45
5843806,6480347,Eva,Popincourt,48.86241805082654,2.3855612317777988,Entire_home/apt,70,2,2015-05-24,0.29,332
3692826,18801348,Sébastien,Popincourt,48.85646400878993,2.3772679122914777,Entire_home/apt,110,1,2015-08-29,4.94,323
6103240,9384737,Marie,Popincourt,48.85330673357458,2.387126325485636,Private_room,55,1,2015-08-21,5.08,273
8022808,20792494,Sarah,Popincourt,48.8495918335811,2.393890246393567,Private_room,25,2,2015-08-30,1.0,311
7840072,16169983,Alexis,Popincourt,48.86263515359537,2.382389461878171,Entire_home/apt,42,1,,,3
282824,1461300,Marion,Popincourt,48.865646571539486,2.3677951933423262,Entire_home/apt,98,3,2015-08-18,1.08,275
2253529,11508446,Mariana,Popincourt,48.85955710343509,2.3757715239278614,Entire_home/apt,50,2,2015-07-21,0.39,2
6368908,3858238,Rokia,Popincourt,48.86008055348604,2.3861519304161583,Shared_room,26,1,2015-08-29,2.73,43
1322987,4895148,Marc,Popincourt,48.85880186002312,2.370027715395815,Entire_home/apt,119,6,2015-08-29,1.08,329
7413794,38840961,Eliott,Popincourt,48.856593239734536,2.38249828601863,Entire_home/apt,50,1,,,267
2842978,4773513,Alexandre,Popincourt,48.85992881656251,2.3682827276311293,Entire_home/apt,50,2,2015-07-23,0.95,310
938858,5069857,Sabine,Popincourt,48.86003826687094,2.373185082541522,Entire_home/apt,53,1,2015-08-19,1.18,330
143356,683606,Juan Pablo,Popincourt,48.862666095775225,2.374908822445339,Private_room,60,1,2012-09-23,0.06,365
7450283,7642792,Ludovic,Popincourt,48.856853468488175,2.3682575012722737,Entire_home/apt,260,1,,,340
2282558,4552500,Maureen,Popincourt,48.8529559880643,2.3764455020314887,Entire_home/apt,100,1,2015-06-27,1.25,340
566796,939656,Erik-Lokappart,Bourse,48.86603742080136,2.344167983522886,Entire_home/apt,109,6,2015-08-07,1.04,57
8184043,13661190,Meredith,Bourse,48.867659697785214,2.345755627551697,Entire_home/apt,80,1,,,365
6417999,33480906,Iryna,Bourse,48.86716523681139,2.3452282568613274,Entire_home/apt,65,3,,,88
2081425,261355,Pascal,Bourse,48.866232223952544,2.347969800113202,Entire_home/apt,180,3,2015-06-02,0.32,325
2798835,14315380,Romain,Bourse,48.86808544283186,2.3425050895484434,Entire_home/apt,125,4,2015-07-04,0.89,318
4585209,23768085,Aymeric,Bourse,48.868698836404846,2.3428611583638195,Entire_home/apt,27,1,2015-07-22,1.86,0
7430387,38921180,Armel,Bourse,48.87010593053755,2.3489035655552946,Entire_home/apt,130,1,,,20
2773860,14186092,Maxime,Bourse,48.86624454084478,2.341698653008776,Entire_home/apt,89,1,2015-08-15,2.09,335
844983,4411178,Camélia,Bourse,48.86699231194831,2.3427498884957814,Entire_home/apt,125,6,2015-07-03,1.4,355
6979302,19735115,Aurore,Bourse,48.86696604502529,2.3434903670299247,Entire_home/apt,82,3,,,355
6073209,4276918,,Bourse,48.87033780887516,2.3339922068682,Entire_home/apt,70,1,2015-06-24,0.91,354
5179083,24706907,Carmen,Bourse,48.87013127973605,2.3355293837134004,Entire_home/apt,150,3,2015-08-10,0.74,230
8068388,42616014,Jean-Claude,Bourse,48.86511913751221,2.35001462937544,Private_room,150,2,,,356
405223,1932127,Othman Et Pierre,Bourse,48.8650708041951,2.3518216459044905,Private_room,75,2,2015-08-04,2.33,359
2683478,58150,,Bourse,48.86539667163373,2.3504769970428265,Entire_home/apt,100,5,2014-09-11,0.12,307
4071976,2771882,Johanna,Bourse,48.8668947462584,2.34576425706313,Entire_home/apt,100,1,2015-04-17,1.29,278
8056810,42515149,Marlène,Bourse,48.867503238480026,2.3531631048031283,Entire_home/apt,95,2,,,334
6022493,13060949,Cassandra Kish,Bourse,48.86402616542714,2.3484699292773668,Entire_home/apt,80,2,2015-09-01,4.91,291
6414306,17159461,Melissa,Bourse,48.86738114807618,2.345038305457796,Entire_home/apt,120,3,2015-08-02,1.94,155
6449228,21490515,Juan Carlos,Bourse,48.870239014275725,2.3492889263341774,Entire_home/apt,84,2,2015-08-19,1.61,90
3382124,2614055,Raphael,Bourse,48.868367019460536,2.3501158624808824,Entire_home/apt,86,1,2015-06-09,0.14,0
2849445,14572787,,Bourse,48.87044738226386,2.333018718046993,Entire_home/apt,300,1,2015-04-07,0.72,110
4790423,4191196,Charles,Bourse,48.86752741742157,2.334535400241612,Entire_home/apt,340,3,,,241
4542914,4160655,,Bourse,48.868975915093394,2.35071621730201,Entire_home/apt,115,4,2015-08-23,0.32,0
1832292,9582320,,Bourse,48.86719345892628,2.3507619037621024,Entire_home/apt,75,4,2015-08-17,0.23,0
6459867,3971743,Diane,Bourse,48.86687959791355,2.3514416985934816,Entire_home/apt,192,5,,,339
4963361,25585969,Isabelle,Bourse,48.865070797728045,2.3462376756203414,Entire_home/apt,149,2,2015-08-17,2.35,279
2258350,11533764,Bernard,Bourse,48.87041752419492,2.3314672026221457,Entire_home/apt,95,3,2015-07-04,1.73,275
4436303,4102318,Louis,Bourse,48.86674390657929,2.348394067211419,Entire_home/apt,95,2,2015-07-05,2.66,273
3780153,19059685,Aram,Bourse,48.86636011472218,2.348168416234844,Entire_home/apt,107,2,2015-08-25,1.5,321
416014,1464470,Grégoire & Robert,Bourse,48.870759027300046,2.346232460258012,Entire_home/apt,139,5,2015-08-20,2.07,152
4430190,8769235,,Bourse,48.86782280633946,2.345230206252551,Entire_home/apt,80,2,,,306
1852973,7771811,Maud,Bourse,48.8678445146784,2.350935782631092,Private_room,55,2,2015-08-07,1.03,325
4823024,24835518,,Bourse,48.86863491354546,2.3513172918294023,Entire_home/apt,141,3,2015-06-27,0.81,338
194598,945177,,Bourse,48.86382827122805,2.3498147598065944,Entire_home/apt,80,2,2015-08-17,0.66,206
2742365,2667370,,Bourse,48.8677958125017,2.3521354808175703,Entire_home/apt,128,4,,,336
4391157,19095561,Adrien&Marcia - Home Sweet Home Paris,Bourse,48.86824641815259,2.334932517153774,Entire_home/apt,115,2,2015-08-23,2.76,252
7465778,39104757,Mary,Bourse,48.86726775868191,2.34604448396376,Entire_home/apt,92,1,2015-08-27,2.0,350
3764168,5853269,Mus,Bourse,48.86913862613801,2.3469510480452107,Entire_home/apt,49,1,2015-08-22,1.41,2
45661,202918,Patrice,Bourse,48.86843377165287,2.3474979244999514,Entire_home/apt,135,1,2015-08-07,1.42,300
8096509,8874142,Helene,Bourse,48.86819172196641,2.3469356431313635,Entire_home/apt,200,2,,,354
861379,4387362,Laurent,Bourse,48.86621042900609,2.3459652894844867,Entire_home/apt,162,2,2015-08-26,0.59,285
874307,4615108,,Bourse,48.86538389188239,2.346875513400817,Entire_home/apt,80,4,2015-06-23,0.4,235
2206724,3971743,,Bourse,48.86582503371334,2.345249796226458,Entire_home/apt,260,5,2014-06-10,0.07,326
1659974,5787296,Yehonatan & Cindy,Bourse,48.866641160298535,2.349607954939667,Entire_home/apt,48,7,2015-08-15,1.43,286
3420257,11522143,Marc,Bourse,48.86704342904034,2.3431126827480124,Entire_home/apt,185,2,2015-08-21,2.91,316
4323445,10223485,Réda,Bourse,48.8697010040674,2.338522633377972,Entire_home/apt,135,2,2015-08-31,4.87,51
1094000,5994595,Patricia,Bourse,48.86976627096525,2.3494022289359706,Entire_home/apt,73,7,2015-06-03,0.57,326
6936807,17227082,Claire,Bourse,48.86957229356026,2.3373200772671905,Entire_home/apt,97,1,2015-06-22,0.41,365
3788506,8318024,Greg & Thibault,Buttes-Montmartre,48.887546970112325,2.3449056965481687,Private_room,80,1,,,355
5019158,24328612,Sylvie,Buttes-Montmartre,48.8871022053802,2.3443481681836897,Private_room,50,3,2015-08-16,0.78,340
7056408,37009634,Bertrand,Buttes-Montmartre,48.88814785937535,2.346526848726102,Entire_home/apt,80,1,,,229
408928,138401,Michel,Buttes-Montmartre,48.8847829490621,2.334534145306632,Entire_home/apt,115,3,2015-08-23,3.61,216
229501,1175281,Isabelle,Buttes-Montmartre,48.88284383115391,2.3384291680555584,Entire_home/apt,170,3,2015-08-07,0.91,247
3101397,6300974,Dounia,Buttes-Montmartre,48.895385174768656,2.340445341734548,Entire_home/apt,60,1,2015-07-03,0.43,365
6903618,32633730,Khadija,Buttes-Montmartre,48.88912229481357,2.347709409142921,Entire_home/apt,60,1,,,317
6268754,32577639,Anna,Buttes-Montmartre,48.89177804935518,2.350819892694948,Entire_home/apt,60,1,2015-07-22,0.68,96
6273826,21084131,John,Buttes-Montmartre,48.886486579029466,2.3471673448794155,Entire_home/apt,85,2,2015-07-18,1.28,100
6984355,17151545,Bérénice,Buttes-Montmartre,48.895796101706026,2.347506922748344,Entire_home/apt,76,1,2015-07-12,0.56,215
4133336,18881081,Jonathan,Buttes-Montmartre,48.88812195631514,2.3388586347495166,Entire_home/apt,59,2,2015-08-24,1.45,306
3038102,15471239,Mathieu,Buttes-Montmartre,48.89256939555914,2.3410288864851747,Entire_home/apt,75,1,,,365
7363585,38570767,Asha,Buttes-Montmartre,48.89980740130046,2.369633944259632,Private_room,40,1,,,23
7555886,39604308,Romain,Buttes-Montmartre,48.89461008631597,2.34970269205614,Entire_home/apt,70,1,2015-08-10,1.0,352
5193692,24454837,Claude,Buttes-Montmartre,48.88626363778085,2.336799298493706,Entire_home/apt,90,1,2015-06-23,0.4,361
7397372,13485058,Perrine,Buttes-Montmartre,48.89143023064479,2.358671386971009,Private_room,40,1,,,234
3226625,4238675,Benjamin,Buttes-Montmartre,48.88812736292015,2.3348817264884647,Entire_home/apt,187,4,2015-08-20,0.55,205
3608160,7755936,Jeanne Et Frantz,Buttes-Montmartre,48.894847237347285,2.3486984291410145,Entire_home/apt,50,4,2015-08-23,1.64,332
7374352,5435631,Barbara,Buttes-Montmartre,48.88950556292448,2.360288303365909,Private_room,45,2,,,293
7165885,17391051,Geoffroy,Buttes-Montmartre,48.8858113529523,2.345431360032292,Entire_home/apt,100,6,,,33
7321188,38352980,Emilie,Buttes-Montmartre,48.89261701685973,2.3416246760454658,Entire_home/apt,70,1,,,363
5105625,7745582,Maria,Buttes-Montmartre,48.882600912247725,2.3404330559142874,Entire_home/apt,100,1,2015-06-28,1.71,365
4043723,11960679,John D,Buttes-Montmartre,48.8941100322421,2.334090436673674,Entire_home/apt,90,2,,,331
1009483,5553351,Xavier,Buttes-Montmartre,48.89137445561989,2.360083128209644,Entire_home/apt,59,3,2015-08-31,0.59,124
3206225,16245348,Philippe,Buttes-Montmartre,48.8902072872965,2.3269806057990934,Entire_home/apt,99,5,2015-07-25,1.22,214
6461752,4147619,Max,Buttes-Montmartre,48.88486756083663,2.3534299647913524,Entire_home/apt,35,1,2015-08-10,1.82,81
5308894,27499255,Jean Pierre,Buttes-Montmartre,48.8892226202654,2.3558354398612136,Entire_home/apt,220,1,,,365
3498091,6344624,Fanny,Buttes-Montmartre,48.88705404227953,2.349897224482919,Entire_home/apt,65,2,2015-07-31,0.27,213
6699700,17802191,Clémence,Buttes-Montmartre,48.89435034441111,2.361661848945193,Entire_home/apt,68,1,2015-07-30,1.94,57
7670560,39573120,Jonathan,Buttes-Montmartre,48.8897400552391,2.3421610825494974,Entire_home/apt,150,1,,,342
1836993,3226728,,Buttes-Montmartre,48.88686353275624,2.339856685693893,Entire_home/apt,100,3,,,365
3740251,19123084,Zoe,Buttes-Montmartre,48.88716007071093,2.346181363995847,Entire_home/apt,70,1,,,269
865176,4542599,Marieme,Buttes-Montmartre,48.892494100982645,2.360883706068549,Entire_home/apt,60,3,2015-08-10,3.08,347
3359107,3048727,Caroline,Buttes-Montmartre,48.88566243798088,2.3420069645959383,Entire_home/apt,99,1,2015-08-19,3.53,354
3876683,4599739,Eric,Buttes-Montmartre,48.886966692002325,2.3369604063084,Entire_home/apt,50,3,2015-08-17,1.36,321
1973450,10066704,Elise,Buttes-Montmartre,48.88536473104654,2.36400303240581,Entire_home/apt,55,2,2014-07-12,0.19,269
3949874,20472077,Jean-Baptiste,Buttes-Montmartre,48.88508370956684,2.3609169072479443,Entire_home/apt,65,1,2015-07-11,0.31,365
6630143,1580619,Cedrik,Buttes-Montmartre,48.89470485151961,2.3374043007049643,Entire_home/apt,309,5,,,67
4529822,12286051,Pauline & Gregory,Buttes-Montmartre,48.88675881315984,2.3343497540862947,Entire_home/apt,140,2,2015-08-30,1.89,6
2821059,14432069,Ezgi,Buttes-Montmartre,48.88575658144726,2.3484993386993094,Entire_home/apt,50,5,2015-05-10,0.68,60
5585239,28824963,Anne,Buttes-Montmartre,48.89247089538169,2.3494877261809566,Entire_home/apt,100,6,2015-07-08,0.52,243
2047270,5184220,Frédéric,Buttes-Montmartre,48.891172010447775,2.3588726326791023,Entire_home/apt,60,3,2015-01-01,0.12,226
1058111,1602690,,Buttes-Montmartre,48.88774475290506,2.3328266421326984,Entire_home/apt,100,7,,,266
4731679,47461,Moktar,Buttes-Montmartre,48.89276298757176,2.351660661178816,Entire_home/apt,45,2,2015-08-07,1.13,91
7166904,4259097,ADA Et JONATHAN,Buttes-Montmartre,48.8970060880169,2.339986102516445,Entire_home/apt,55,3,2015-08-14,2.0,261
596833,656638,,Buttes-Montmartre,48.88566818785725,2.336763851963432,Entire_home/apt,70,2,2015-06-28,0.46,193
59970,288550,,Buttes-Montmartre,48.8874981775979,2.3302687375756403,Entire_home/apt,100,2,2015-08-24,1.18,289
